2024-11-08 11:49:57.676452	https://www.encodeproject.org/report/?type=Experiment&control_type%21=%2A&perturbed=false&assay_title=long+read+RNA-seq&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&biosample_ontology.classification=tissue&biosample_ontology.classification=primary+cell&limit=all
ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR328GKH/	ENCSR328GKH	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right lung tissue female embryo (107 days)	right lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF659KOB/,/files/ENCFF642TSC/		ENCBS424FCT	1	1		Homo sapiens	embryonic	107 days												/replicates/e21dc678-ceaa-4a0d-98f1-440699ccb559/				
/experiments/ENCSR598BKD/	ENCSR598BKD	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right lung tissue female embryo (105 days)	right lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF852OPB/,/files/ENCFF683QLE/		ENCBS358EAY	1	1		Homo sapiens	embryonic	105 days												/replicates/5d900680-66ea-46d2-a6fe-8300b85aede1/				
/experiments/ENCSR098FNB/	ENCSR098FNB	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens large intestine tissue female embryo (108 days)	large intestine			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF722PXZ/,/files/ENCFF867TGC/		ENCBS493XQP	1	1		Homo sapiens	embryonic	108 days												/replicates/77fccee9-bbf0-4bec-b21b-061e34d66a65/				
/experiments/ENCSR219RPB/	ENCSR219RPB	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens large intestine tissue female embryo (103 days)	large intestine			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF592MUU/,/files/ENCFF894YTQ/		ENCBS115BRD	1	1		Homo sapiens	embryonic	103 days												/replicates/9286435a-ebdc-4649-85b7-c865443d2f53/				
/experiments/ENCSR410YNQ/	ENCSR410YNQ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens large intestine tissue female embryo (98 days)	large intestine			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF025OVI/,/files/ENCFF526LSZ/		ENCBS472ZYM	1	1		Homo sapiens	embryonic	98 days												/replicates/6f1b460d-be4c-4188-844f-11a551ede29b/				
/experiments/ENCSR683JMZ/	ENCSR683JMZ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens small intestine tissue female embryo (91 days)	small intestine			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF288LPU/,/files/ENCFF944NSK/		ENCBS395MDO	1	1		Homo sapiens	embryonic	91 days												/replicates/0906add1-a846-47df-8b9a-c243f320ce4b/				
/experiments/ENCSR636RRH/	ENCSR636RRH	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens heart tissue female embryo (103 days)	heart			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF432XHR/,/files/ENCFF612ZWB/		ENCBS609WOE	1	1		Homo sapiens	embryonic	103 days												/replicates/0babf418-7e70-4cab-abb0-5cfa98ef971e/				
/experiments/ENCSR179EYZ/	ENCSR179EYZ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens stomach tissue female embryo	stomach			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF909TXT/,/files/ENCFF129LOU/		ENCBS525FUP	1	1		Homo sapiens	embryonic													/replicates/0e7c46f7-e889-40c8-ba73-89acfe1d8db3/				
/experiments/ENCSR602XVJ/	ENCSR602XVJ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right lung tissue male embryo (87 days)	right lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF635LSA/,/files/ENCFF173TIZ/		ENCBS854EOM	1	1		Homo sapiens	embryonic	87 days												/replicates/f6aef318-d2ee-4d02-b113-97d4a939748b/				
/experiments/ENCSR930RNO/	ENCSR930RNO	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens heart tissue female embryo (117 days)	heart			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF489YWH/,/files/ENCFF371EOJ/		ENCBS722NUF	1	1		Homo sapiens	embryonic	117 days												/replicates/a8a83ae5-49d6-4982-bfb9-dbfb45da59a2/				
/experiments/ENCSR655VWF/	ENCSR655VWF	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right kidney tissue male embryo (115 days)	right kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF702GFY/,/files/ENCFF685NYA/		ENCBS406KYT	1	1		Homo sapiens	embryonic	115 days												/replicates/7a9df21e-81c5-41d3-906c-190d91155b51/				
/experiments/ENCSR526NUC/	ENCSR526NUC	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens thymus tissue female embryo (105 days)	thymus			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF593AEX/,/files/ENCFF794UIT/		ENCBS185CYM	1	1		Homo sapiens	embryonic	105 days												/replicates/9f6118aa-5df1-4a9d-a84a-450ac7c28540/				
/experiments/ENCSR057UZA/	ENCSR057UZA	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal cortex interstitium tissue female embryo (89 days)	renal cortex interstitium			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF387PNQ/,/files/ENCFF562PKI/		ENCBS254OLB	1	1		Homo sapiens	embryonic	89 days												/replicates/14b71fc5-5446-46e4-8e4e-3cfbc845eacc/				
/experiments/ENCSR137BTX/	ENCSR137BTX	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal cortex interstitium tissue female embryo (96 days)	renal cortex interstitium			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF929REW/,/files/ENCFF671DFA/		ENCBS783KKU	1	1		Homo sapiens	embryonic	96 days												/replicates/3c0b7d77-39e5-4bd9-b6db-d54199f65c9f/				
/experiments/ENCSR527XXI/	ENCSR527XXI	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens small intestine tissue male embryo (108 days)	small intestine			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF805JCC/,/files/ENCFF562MSE/		ENCBS162DUO	1	1		Homo sapiens	embryonic	108 days												/replicates/8524f4ed-bdfd-4382-a3ae-f0aad648614e/				
/experiments/ENCSR281BDV/	ENCSR281BDV	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left kidney tissue female embryo (107 days)	left kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF255ROI/,/files/ENCFF228XPM/		ENCBS900HNI	1	1		Homo sapiens	embryonic	107 days												/replicates/e96c60a0-2921-4d9e-92c4-c1152cf6dd01/				
/experiments/ENCSR540GZD/	ENCSR540GZD	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of back tissue male embryo (105 days)	muscle of back			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF083QXA/,/files/ENCFF819DVN/		ENCBS620CHX	1	1		Homo sapiens	embryonic	105 days												/replicates/54511a98-45c0-47e9-99e5-2f1a23bf0f6c/				
/experiments/ENCSR054SPN/	ENCSR054SPN	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right kidney tissue male embryo (108 days)	right kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF850RIL/,/files/ENCFF661VVC/		ENCBS026NKC	1	1		Homo sapiens	embryonic	108 days												/replicates/db41379c-58c3-4d7e-8683-7dd69fc16cc0/				
/experiments/ENCSR760VAB/	ENCSR760VAB	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal cortex interstitium tissue male embryo (91 days)	renal cortex interstitium			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF688KXF/,/files/ENCFF741SEE/		ENCBS519LQI	1	1		Homo sapiens	embryonic	91 days												/replicates/8b664d85-c237-44ad-9d14-de37be65acff/				
/experiments/ENCSR267ZNP/	ENCSR267ZNP	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal pelvis tissue male embryo (108 days)	renal pelvis			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF960SJR/,/files/ENCFF431TGK/		ENCBS444UQZ	1	1		Homo sapiens	embryonic	108 days												/replicates/86dff209-efd9-4b61-af14-a9eddf40eb08/				
/experiments/ENCSR063MJL/	ENCSR063MJL	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens thymus tissue female embryo	thymus			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF080DZP/,/files/ENCFF101HGF/		ENCBS986ATM	1	1		Homo sapiens	embryonic													/replicates/7c777233-5e1c-4870-8940-e651b9d2912c/				
/experiments/ENCSR260VXZ/	ENCSR260VXZ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right kidney tissue female embryo (87 days)	right kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF962ROK/,/files/ENCFF818KRI/		ENCBS981NIH	1	1		Homo sapiens	embryonic	87 days												/replicates/542258db-a485-4a40-8e84-7363d3fd3d4d/				
/experiments/ENCSR799GBH/	ENCSR799GBH	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens kidney tissue female embryo (121 days)	kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF348TVX/,/files/ENCFF487NWQ/		ENCBS817ZLE	1	1		Homo sapiens	embryonic	121 days												/replicates/81273eb9-f54c-4a94-bac4-6d919a596836/				
/experiments/ENCSR213OVS/	ENCSR213OVS	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of back tissue female embryo (98 days)	muscle of back			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF948LIQ/,/files/ENCFF862KBS/		ENCBS181REZ	1	1		Homo sapiens	embryonic	98 days												/replicates/78ffc2af-4f45-4a06-aa86-b9117db4ef4d/				
/experiments/ENCSR641JDY/	ENCSR641JDY	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens thymus tissue male embryo (97 days)	thymus			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF398SUB/,/files/ENCFF436PZE/		ENCBS302LML	1	1		Homo sapiens	embryonic	97 days												/replicates/3f9a94c6-b446-4cb5-ad31-6fb911cbde06/				
/experiments/ENCSR122FHJ/	ENCSR122FHJ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens stomach tissue embryo (101 days)	stomach			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF667AWD/,/files/ENCFF793KSR/		ENCBS874TAK	1	1		Homo sapiens	embryonic	101 days												/replicates/3f046857-bfab-471a-b96f-2044bf599e89/				
/experiments/ENCSR229ICS/	ENCSR229ICS	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal pelvis tissue male embryo (120 days)	renal pelvis			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF537LBE/,/files/ENCFF696FWF/		ENCBS604TSI	1	1		Homo sapiens	embryonic	120 days												/replicates/6404497b-5d94-4514-b28a-9452fdefa1da/				
/experiments/ENCSR660EZD/	ENCSR660EZD	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left kidney tissue female embryo (87 days)	left kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF792BGB/,/files/ENCFF817SGG/		ENCBS187WLN	1	1		Homo sapiens	embryonic	87 days												/replicates/1e850685-8c9f-46ea-959b-ceee2f067d81/				
/experiments/ENCSR697CGA/	ENCSR697CGA	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens thymus tissue male embryo (104 days)	thymus			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF828TNS/,/files/ENCFF698BII/		ENCBS290BRD	1	1		Homo sapiens	embryonic	104 days												/replicates/3183a608-dea6-4bb6-adb0-a1aeb356341e/				
/experiments/ENCSR287XKO/	ENCSR287XKO	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right lung tissue female embryo (117 days)	right lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF448JGD/,/files/ENCFF705UBQ/		ENCBS565ILB	1	1		Homo sapiens	embryonic	117 days												/replicates/2c02bed0-4ec0-4525-a39f-4fb3e9c7119e/				
/experiments/ENCSR469YWQ/	ENCSR469YWQ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens kidney tissue male embryo (85 days)	kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF664EHF/,/files/ENCFF864OSG/		ENCBS767UZF	1	1		Homo sapiens	embryonic	85 days												/replicates/d0d08e4e-4860-449b-9998-c365855a81db/				
/experiments/ENCSR616YXE/	ENCSR616YXE	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens lung tissue male embryo (82 days)	lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF735NWL/,/files/ENCFF439FCZ/		ENCBS931PHM	1	1		Homo sapiens	embryonic	82 days												/replicates/c16f8279-218d-44a6-9fb2-b3cd4c6699d7/				
/experiments/ENCSR796ZII/	ENCSR796ZII	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of arm tissue female embryo (115 days)	muscle of arm			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF788XMT/,/files/ENCFF587KWT/		ENCBS849AYJ	1	1		Homo sapiens	embryonic	115 days												/replicates/811e19bf-7ce2-40ed-8596-1d459abcb758/				
/experiments/ENCSR673QLQ/	ENCSR673QLQ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens brain tissue embryo	brain			Roderic Guigo, CRG	community	in progress	/files/ENCFF773XFI/		ENCBS439EKO	1	1		Homo sapiens	embryonic													/replicates/f58e48c9-3172-40fa-b513-a96b3f9c301c/				CapTrap
/experiments/ENCSR341DRC/	ENCSR341DRC	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens heart tissue embryo	heart			Roderic Guigo, CRG	community	in progress	/files/ENCFF309DAU/		ENCBS638OZB	1	1		Homo sapiens	embryonic													/replicates/bfc0a190-4ae8-40d3-a12c-1711c8e51c6c/				CapTrap
/experiments/ENCSR990UUP/	ENCSR990UUP	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens liver tissue male adult	liver			Roderic Guigo, CRG	community	in progress	/files/ENCFF658DSS/		ENCBS089ZMV	1	1		Homo sapiens	adult													/replicates/30527d29-7533-4f04-8ab8-5b1980c581d1/				CapTrap
/experiments/ENCSR507WZC/	ENCSR507WZC	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens ovary tissue female adult (61 years)	ovary	GEO:GSE175316	ENC4_72 W80 ovary	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF422XLS/,/files/ENCFF692VYV/,/files/ENCFF664IVZ/,/files/ENCFF984RMR/,/files/ENCFF741VRA/		ENCBS250FEP	1	1		Homo sapiens	adult	61 years												/replicates/93a930b3-6c3b-4e53-bd4c-2e6df0aea7db/				
/experiments/ENCSR514YQN/	ENCSR514YQN	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right cardiac atrium tissue female adult (46 years)	right cardiac atrium	GEO:GSE174863	ENC4_59 W72 right cardiac atrium	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF722JJS/,/files/ENCFF613SDS/,/files/ENCFF592ULG/,/files/ENCFF973OHW/,/files/ENCFF266ZMG/		ENCBS341KAA	1	1		Homo sapiens	adult	46 years												/replicates/b3cad3f9-e9c9-4a01-891c-1ce0f2eec14b/				
/experiments/ENCSR853YZN/	ENCSR853YZN	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens posterior vena cava tissue female adult (47 years)	posterior vena cava	GEO:GSE219832	W71 posterior vena cava ENC4_101	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF960KBO/,/files/ENCFF683LQL/,/files/ENCFF693YCD/,/files/ENCFF816MFR/,/files/ENCFF710OYJ/,/files/ENCFF185TTU/		ENCBS741WNS	1	1		Homo sapiens	adult	47 years												/replicates/0c6fb0f2-1989-4e29-9cc6-c3d6eb1e66a5/				
/experiments/ENCSR096QUP/	ENCSR096QUP	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens upper lobe of right lung tissue male adult (60 years)	upper lobe of right lung	GEO:GSE219455	ENC4_82 W78 upper lobe of right lung	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF934MBW/,/files/ENCFF835YYO/,/files/ENCFF614PTQ/,/files/ENCFF449MVA/,/files/ENCFF990BCH/,/files/ENCFF607LRR/		ENCBS496CPG	1	1		Homo sapiens	adult	60 years												/replicates/accee038-8223-4d7d-8d84-ef6f5f8664d1/				
/experiments/ENCSR450GAR/	ENCSR450GAR	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left colon tissue female adult (59 years)	left colon	GEO:GSE219850	W73 left colon ENC4_87	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF245MBY/,/files/ENCFF348OLI/,/files/ENCFF333TYO/,/files/ENCFF425MUM/,/files/ENCFF970ZPO/,/files/ENCFF886FZQ/		ENCBS908TVF	1	1		Homo sapiens	adult	59 years												/replicates/78e68c81-c662-4a54-8592-fea24ab9e250/				
/experiments/ENCSR700EBI/	ENCSR700EBI	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens aorta tissue female adult (41 years)	aorta	GEO:GSE219980	W61 aorta ENC4_88	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF144KHH/,/files/ENCFF899CSY/,/files/ENCFF266NIM/,/files/ENCFF532XQF/,/files/ENCFF262UCC/,/files/ENCFF099TJN/		ENCBS481ZAB	1	1		Homo sapiens	adult	41 years												/replicates/d11856cd-cfe4-4c06-ba27-730d402266db/				
/experiments/ENCSR323XND/	ENCSR323XND	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens lower lobe of right lung tissue male adult (60 years)	lower lobe of right lung	GEO:GSE219689	W78 lower lobe of right lung ENC4_83	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF250IWT/,/files/ENCFF494JRH/,/files/ENCFF369PVJ/,/files/ENCFF645HMM/,/files/ENCFF824UPT/,/files/ENCFF767KXS/		ENCBS870VUM	1	1		Homo sapiens	adult	60 years												/replicates/34480865-4f7b-4f05-a3ba-3c83be98e8dd/				
/experiments/ENCSR984OAE/	ENCSR984OAE	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens heart right ventricle tissue male adult (40 years)	heart right ventricle	GEO:GSE175348	ENC4_52 W76 heart right ventricle	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF425VDL/,/files/ENCFF018PZX/,/files/ENCFF294CAJ/,/files/ENCFF290RMA/,/files/ENCFF514MGQ/		ENCBS632QXG	1	1		Homo sapiens	adult	40 years												/replicates/f616224e-fccf-46b1-8a73-c17a6156cc88/				
/experiments/ENCSR432YKA/	ENCSR432YKA	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens kidney tissue female adult (47 years)	kidney	GEO:GSE175257	ENC4_42 W71 kidney	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF492BYP/,/files/ENCFF405KOD/,/files/ENCFF239CWJ/,/files/ENCFF531DTY/,/files/ENCFF136PIV/		ENCBS305JCM	1	1		Homo sapiens	adult	47 years												/replicates/792a6842-ceae-449e-adb1-5735fe1bc4f7/				
/experiments/ENCSR803QWH/	ENCSR803QWH	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens psoas muscle tissue female adult (41 years)	psoas muscle	GEO:GSE175190	ENC4_46 W61 psoas #2	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF630XEC/,/files/ENCFF947ICH/,/files/ENCFF033TUK/,/files/ENCFF193WEX/,/files/ENCFF634KMV/		ENCBS538ZJX	1	1		Homo sapiens	adult	41 years												/replicates/cde3f852-bf40-4ad1-b1c3-44f5a0f47dcb/				
/experiments/ENCSR994YZY/	ENCSR994YZY	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens heart left ventricle tissue male adult (40 years)	heart left ventricle	GEO:GSE175351	ENC4_53 W76 heart left ventricle	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF602MAI/,/files/ENCFF666QGE/,/files/ENCFF623IBV/,/files/ENCFF878WXP/,/files/ENCFF394ZIU/		ENCBS756BZF	1	1		Homo sapiens	adult	40 years												/replicates/9491171e-c2fd-448d-a1a4-14b50840d614/				
/experiments/ENCSR700XDQ/	ENCSR700XDQ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens heart left ventricle tissue female adult (46 years)	heart left ventricle	GEO:GSE175058	ENC4_49 W72 heart left ventricle	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF429JUP/,/files/ENCFF795TPX/,/files/ENCFF502LAB/,/files/ENCFF115LYD/,/files/ENCFF932PTQ/		ENCBS914REQ	1	1		Homo sapiens	adult	46 years												/replicates/a23c7f74-7419-48a1-a9c6-129fb3919164/				
/experiments/ENCSR591OZR/	ENCSR591OZR	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens Right ventricle myocardium inferior tissue male adult (60 years)	Right ventricle myocardium inferior	GEO:GSE174927	ENC4_57 W78 right ventricle myocardium inferior	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF738UZJ/,/files/ENCFF064VBO/,/files/ENCFF656BTN/,/files/ENCFF173JOL/,/files/ENCFF571CND/		ENCBS705XRW	1	1		Homo sapiens	adult	60 years												/replicates/fdf5de0d-1858-4c0f-98c8-05940a9cc2a0/				
/experiments/ENCSR777CCI/	ENCSR777CCI	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left ventricle myocardium superior tissue male adult (60 years)	left ventricle myocardium superior	GEO:GSE175124	ENC4_54 W78 left ventricle myocardium superior	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF624IQY/,/files/ENCFF850YMO/,/files/ENCFF560GYE/,/files/ENCFF865IXS/,/files/ENCFF541FGD/		ENCBS165LTN	1	1		Homo sapiens	adult	60 years												/replicates/4930c0c4-7d20-49fb-b204-a78c47485f67/				
/experiments/ENCSR803XXZ/	ENCSR803XXZ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens mucosa of descending colon tissue female adult (61 years)	mucosa of descending colon	GEO:GSE143132	ENC4_78 W80 mucosa of descending colon	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF511AVQ/,/files/ENCFF780YNG/,/files/ENCFF198RKB/,/files/ENCFF637DKU/,/files/ENCFF755ALG/,/files/ENCFF731THW/,/files/ENCFF932COO/,/files/ENCFF875MQS/,/files/ENCFF099CDN/		ENCBS825BLU	1	1		Homo sapiens	adult	61 years												/replicates/86a91fb4-1a66-427e-8f45-29308dccb965/				
/experiments/ENCSR553SVP/	ENCSR553SVP	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right cardiac atrium tissue female adult (59 years)	right cardiac atrium	GEO:GSE174899	ENC4_36 W73 cardiac right atrium	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF899MTI/,/files/ENCFF819CFZ/,/files/ENCFF046EOU/,/files/ENCFF911RNV/,/files/ENCFF861GRI/		ENCBS911SOZ	1	1		Homo sapiens	adult	59 years												/replicates/3c992687-d459-4a30-bd71-6619e46e8dd5/				
/experiments/ENCSR648QZP/	ENCSR648QZP	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens mesenteric fat pad tissue female adult (59 years)	mesenteric fat pad	GEO:GSE175039	ENC4_93 W73 mesenteric fat pad FLASH	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF907SZK/,/files/ENCFF704ZHX/,/files/ENCFF248XYR/,/files/ENCFF971JDY/,/files/ENCFF025MQM/		ENCBS232CCX	1	1		Homo sapiens	adult	59 years												/replicates/82401f07-f0f8-4f83-aede-be24d9ca0451/				
/experiments/ENCSR424QFN/	ENCSR424QFN	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left cardiac atrium tissue female adult (59 years)	left cardiac atrium	GEO:GSE219818	ENC4_60 W73 left cardiac atrium	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF920VXE/,/files/ENCFF344KQF/,/files/ENCFF131UMN/,/files/ENCFF698WNB/,/files/ENCFF334DRC/,/files/ENCFF202VEN/		ENCBS034QSD	1	1		Homo sapiens	adult	59 years												/replicates/7f18be8c-20fd-4529-95b2-5967fc6681fd/				
/experiments/ENCSR329ZQG/	ENCSR329ZQG	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens heart right ventricle tissue female adult (59 years)	heart right ventricle	GEO:GSE175173	ENC4_51 W73 heart right ventricle	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF615FIC/,/files/ENCFF992VWO/,/files/ENCFF531MPH/,/files/ENCFF305AFY/,/files/ENCFF107QDS/		ENCBS789UUH	1	1		Homo sapiens	adult	59 years												/replicates/0f0d0b81-878b-4255-8251-705683f8dc09/				
/experiments/ENCSR995WKW/	ENCSR995WKW	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens adrenal gland tissue male adult (54 years)	adrenal gland	GEO:GSE175352	Adrenal Gland 2-1 ENTEX51	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF912HPY/,/files/ENCFF020MWV/,/files/ENCFF243PFI/,/files/ENCFF041GHI/,/files/ENCFF521YNK/		ENCBS420UOM	1	1		Homo sapiens	adult	54 years												/replicates/67d83396-dac0-4ceb-8027-9363ba86fd5b/				
/experiments/ENCSR293MOX/	ENCSR293MOX	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right lobe of liver tissue female child (16 years)	right lobe of liver	GEO:GSE143126	W62 right lobe of liver	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF318SKH/,/files/ENCFF483BXP/,/files/ENCFF769KWE/,/files/ENCFF632MRW/,/files/ENCFF653FOQ/,/files/ENCFF152HMX/,/files/ENCFF430RUG/,/files/ENCFF158KCA/,/files/ENCFF258WJK/		ENCBS437TFK	1	1		Homo sapiens	child	16 years												/replicates/bef9fa89-f493-45e3-900f-35afcd08ef9c/				
/experiments/ENCSR081NRO/	ENCSR081NRO	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens adrenal gland tissue male adult (37 years)	adrenal gland	GEO:GSE174967	Adrenal Gland 1-2 ENTEX50	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF211SQY/,/files/ENCFF967OHL/,/files/ENCFF099JWI/,/files/ENCFF147OYL/,/files/ENCFF838VGX/		ENCBS636AEJ	1	1		Homo sapiens	adult	37 years												/replicates/0c291353-b0a6-40bb-91a5-df70f9574e99/				
/experiments/ENCSR746ITG/	ENCSR746ITG	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left lung tissue female child (16 years)	left lung	GEO:GSE143131	ENC4_79 W62 left lung	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF733RRO/,/files/ENCFF196NGA/,/files/ENCFF212OOP/,/files/ENCFF300BYP/,/files/ENCFF496QJH/,/files/ENCFF112ZCW/,/files/ENCFF386BBR/,/files/ENCFF024FNJ/,/files/ENCFF809QBD/		ENCBS725WGH	1	1		Homo sapiens	child	16 years												/replicates/aba84256-6675-46d1-8f12-8b78b98f7aab/				
